ID	SubSystem	Description	Current Value	Message	Kept By	Available Domains	Edit?
110	INVENTORY	Keep Expanded Sales History	Yes		System	*System	No
111	INVENTORY	Keep Expanded Promo Data	Yes		System	*System	No
112	INVENTORY	EISH Total Sales Years	0		System	*System	No
113	INVENTORY	EISH Promo Sales Years	0		System	*System	No
114	INVENTORY	EISH Credit Sales Years	0		System	*System	No
115	INVENTORY	Count Promotional Sales In Sales History?	Yes		System	*System	No
116	INVENTORY	Count Promotional Sales In RIV Calculations?	Yes		System	*System	No
117	INVENTORY	Use Customer Backorder in Suggested Order	Yes		System	*System	No
118	INVENTORY	Keep Prices the Same in All Stores?	Yes		System	*System	No
119	INVENTORY	Keep MPM the Same in All Stores?	Yes		System	*System	No
120	INVENTORY	Amount of Purchase History	24		System	*System	No
121	INVENTORY	Type of Purchase History (Months or Purchases)	Months		System	*System	No
1	INVENTORY	Audit IMU/LOD QOH change	Yes		System	*System	Yes
2	INVENTORY	Audit IMU/LOD add & del	Yes		System	*System	Yes
3	INVENTORY	Include POS defectives	Yes		System	*System	Yes
4	INVENTORY	Include IMU/LOD QOH change	Yes		System	*System	Yes
5	INVENTORY	Include PIP QOH variance	Yes		System	*System	Yes
6	INVENTORY	Always use LOCATION code	Yes		System	*System	Yes
7	INVENTORY	Def Shrink Type  QOH	I		System	*System	Yes
8	INVENTORY	Def Shrink Type POS	X		System	*System	Yes
9	INVENTORY	Def Shrink Type PIP/QPIP	P		System	*System	Yes
1	INVENTORY	Store	1		Terminal	*Terminal	Yes
20	INVENTORY	Next by User Code 1			Terminal	*Terminal	Yes
22	INVENTORY	Next by User Code 2			Terminal	*Terminal	Yes
24	INVENTORY	Next by User Code 3			Terminal	*Terminal	Yes
26	INVENTORY	Next by User Code 4			Terminal	*Terminal	Yes
30	INVENTORY	Next by User Code 1 Exclusion	No		Terminal	*Terminal	Yes
32	INVENTORY	Next by User Code 2 Exclusion	No		Terminal	*Terminal	Yes
34	INVENTORY	Next by User Code 3 Exclusion	No		Terminal	*Terminal	Yes
36	INVENTORY	Next by User Code 4 Exclusion	No		Terminal	*Terminal	Yes
50	INVENTORY	Popularity Code			Terminal	*Terminal	Yes
60	INVENTORY	Popularity Code Exclusion	No		Terminal	*Terminal	Yes
70	INVENTORY	Inventory Key	Department/Class/Sequence number.		Terminal	*Terminal	Yes
80	INVENTORY	Order Indicator Code from Inventory Maintenance Stocking Tab.			Terminal	*Terminal	Yes
90	INVENTORY	Order Indicator Exclusion	No		Terminal	*Terminal	Yes
100	INVENTORY	Iteration Count	500		Terminal	*Terminal	Yes
110	INVENTORY	Promotional			Terminal	*Terminal	Yes
120	INVENTORY	Promotional Exclusion	No		Terminal	*Terminal	Yes
130	INVENTORY	Seasonal			Terminal	*Terminal	Yes
140	INVENTORY	Seasonal Exclusion	No		Terminal	*Terminal	Yes
150	INVENTORY	Primary Vendor			Terminal	*Terminal	Yes
160	INVENTORY	Location			Terminal	*Terminal	Yes
170	INVENTORY	Location Exclusion position 1	No		Terminal	*Terminal	Yes
172	INVENTORY	Location Exclusion position 2	No		Terminal	*Terminal	Yes
174	INVENTORY	Location Exclusion position 3	No		Terminal	*Terminal	Yes
176	INVENTORY	Location Exclusion position 4	No		Terminal	*Terminal	Yes
178	INVENTORY	Location Exclusion position 5	No		Terminal	*Terminal	Yes
180	INVENTORY	Manufacturer Vendor			Terminal	*Terminal	Yes
100	PURCHASING	Assign PO Numbers Automatically?	S=Yes.  Use store number as the first digit in the PO number.		Store	*Store	Yes
101	PURCHASING	Next PO Number To Assign	1000006581		Store	*Store	Yes
102	PURCHASING	Print Store Name on PO?	Yes		Store	*Store	Yes
103	PURCHASING	PO Bill To Store ID			Store	*Store	Yes
104	PURCHASING	Number of Days Before Future PO Quantity Becomes Current	14		Store	*Store	Yes
105	PURCHASING	Use Landed Cost in Receiving?	Z=Based on extended cost; Don't recalculate retail		Store	*Store	Yes
106	SYSTEM	Distribute Landed Cost to AP/MDE	Yes		System	"*System, Session, Local INI"	Yes
107	PURCHASING	Create A/P Vouchers?	T=All Vouchers as Temporary		Store	*Store	Yes
108	PURCHASING	Adv S/O Receiving - Access PO Fields in POS?	No		Store	*Store	No
109	PURCHASING	Adv S/O Receiving - Suggest PO # in POS?	No		Store	*Store	No
110	PURCHASING	Adv S/O Receiving - Prompt for Auto-Add of SO Items?	No		Store	*Store	No
111	PURCHASING	Adv S/O Receiving - Prompt to Print PO?	No		Store	*Store	No
112	PURCHASING	Adv S/O Receiving - GPO Options to Use	D		Store	*Store	No
113	PURCHASING	Adv S/O Receiving - Allocate Uncommitted Receipts to BO's	No		Store	*Store	No
114	PURCHASING	Adv S/O Receiving - Update POS Order Cost	No		Store	*Store	No
115	PURCHASING	Adv S/O Receiving - Print Receipt Tickets	No		Store	*Store	No
116	PURCHASING	Adv S/O Receiving - Receipt Ticket Includes	All items		Store	*Store	No
1	POS	Default Criteria for Purging Cash Customer Transactions	24		System	*System	Yes
2	POS	Default Criteria for Purging Charge Customer Transactions	36		System	*System	Yes
3	POS	Default Criteria for Purging Special SKUs	36		System	*System	Yes
4	POS	Default Criteria for Purging Deleted Customer Transactions	No		System	*System	Yes
5	POS	Register Daily Activity Separately	Yes		System	*System	Yes
6	POS	Record All Archive Updates	Yes		System	*System	Yes
7	POS	Print To	Printer Only		System	*System	Yes
2	SYSTEM	Short Store Name	ACE HARDWARE & PAINT1		Store	*Store	Yes
3	SYSTEM	Address Line 1	14760 PENNOCK		Store	*Store	Yes
4	SYSTEM	Address Line 2	APPLE VALLEY MN  55124		Store	*Store	Yes
5	SYSTEM	Address Line 3			Store	*Store	Yes
10	SYSTEM	Store Name Part 1	ACE HARDWARE & PAINT-APPLE VALLE		Store	*Store	Yes
11	SYSTEM	Store Name Part 2	Y		Store	*Store	Yes
20	SYSTEM	Which A/P Data Directory	1		Store	*Store	Yes
21	SYSTEM	Which P/R Data Directory	1		Store	*Store	Yes
22	SYSTEM	Which G/L Data Directory	1		Store	*Store	Yes
50	SYSTEM	Your store's phone number	19524321004		Store	*Store	No
60	SYSTEM	Your store's fax number	9524329427		Store	*Store	No
100	SYSTEM	Resale Number	3777292		Store	*Store	Yes
110	SYSTEM	Indicates this store is a warehouse.	No		Store	*Store	Yes
120	SYSTEM	PST Registration #			Store	*Store	Yes
130	SYSTEM	GST Registration #			Store	*Store	Yes
140	SYSTEM	Checking Account Bank Name	ANCHOR BANK		Store	*Store	Yes
150	SYSTEM	Checking Account Number	0420187		Store	*Store	Yes
160	SYSTEM	Credit Card Bank Name			Store	*Store	Yes
170	SYSTEM	Credit Card Account Number			Store	*Store	Yes
180	SYSTEM	Store's First Affiliate	ACE		Store	*Store	Yes
190	SYSTEM	Store's Second Affiliate			Store	*Store	Yes
200	SYSTEM	Store's Country Code	US		Store	*Store	Yes
1001	SYSTEM	Central Inventory Refresh?	No		Store	*Store	Yes
1003	SYSTEM	Data Warehouse Inventory Refresh?	No		Store	*Store	Yes
10	SYSTEM	Lockin Store	1		Terminal	*Terminal	Yes
101	POS	POS In Training	No		Terminal	*Terminal	Yes
102	POS	Return to Header Screen After Each POS Transaction	N=Posting		Terminal	*Terminal	Yes
103	POS	Start with Cursor in Quantity Field	No		Terminal	*Terminal	Yes
110	POS	Display Backorder Prompt	No		Terminal	*Terminal	Yes
120	POS	Print Pick Ticket for Backordered Items	No		Terminal	*Terminal	Yes
130	POS	Check Guarantee Allowed	No Check Guarantee at this terminal		Terminal	*Terminal	Yes
140	POS	Credit Authorization Allowed	P=Credit Authorization is allowed at this terminal (Protobase)		Terminal	*Terminal	Yes
150	POS	Print Shop Order with/without Prices	No		Terminal	*Terminal	Yes
160	POS	Print Loading Receipt	L=Print load items only		Terminal	*Terminal	Yes
170	POS	POS Display uses NEX attributes	No		Terminal	*Terminal	Yes
180	POS	Auto Display Due Date Window	No		Terminal	*Terminal	Yes
190	POS	Display Qty NA Warning Message	Yes		Terminal	*Terminal	Yes
200	POS	Display Cost on Inquiry	No		Terminal	*Terminal	Yes
210	POS	Display Matrix Prices	No		Terminal	*Terminal	Yes
220	POS	Display Running GP%	No		Terminal	*Terminal	Yes
230	POS	Display Extended Description Prompt Window	No		Terminal	*Terminal	Yes
300	SYSTEM	Terminal Type	P		Terminal	*Terminal	Yes
310	POS	Shop Order Printer Number	2		Terminal	*Terminal	Yes
400	POS	QuickView Sequence	Fineline		Terminal	*Terminal	Yes
420	POS	Print Cost & GP% on Store Copy of Invoice	No		Terminal	*Terminal	Yes
430	POS	Print Lumber Type Totals on Invoice	No		Terminal	*Terminal	Yes
500	SYSTEM	Terminal's Default User	DEFAULT		Terminal	*Terminal	Yes
520	SYSTEM	Terminal's Special Security	O		Terminal	*Terminal	Yes
900	POS	POS Display Price Code	No		Terminal	*Terminal	Yes
910	POS	Show Job List at POS	Yes		Terminal	*Terminal	Yes
2	SECURITY	Password	************		Store+User		Yes
3	SECURITY	Check Password At P.O.S.?	Yes		Store+User		Yes
4	SECURITY	Full Name	REED ANDERSON		Store+User		Yes
5	SECURITY	Cash Drawer Number?	1		Store+User		Yes
6	SECURITY	Default Salesperson			Store+User		Yes
7	SECURITY	Employee Number			Store+User		Yes
10	SECURITY	E-Contractor Customer Number			Store+User		Yes
20	SECURITY	Department/Job Code			Store+User		Yes
50	SECURITY	Last Signon Date	10/11/2011		Store+User		No
60	SECURITY	Last Signoff Date	10/11/2011		Store+User		No
70	SECURITY	Last Signon Time	124834		Store+User		No
75	SECURITY	Last Signoff Time	124830		Store+User		No
80	SECURITY	Period To Date Hours On Line	000102771		Store+User		No
90	SECURITY	Year To Date Hours On Line	002408411		Store+User		No
150	SECURITY	High-Security Passwords	No		Store+User		No
155	SECURITY	Locked Out	No		Store+User		No
10	POS	Print Invoices?	Yes		Store	*Store	Yes
30	POS	Print Invoices with description?	Yes		Store	*Store	Yes
50	POS	Print Invoice with Store Name (Y/N/E)	Yes		Store	*Store	Yes
70	POS	Print Promo Message Lines on Invoice	Yes		Store	*Store	Yes
90	POS	Print Invoices with Due Date?	No		Store	*Store	Yes
110	POS	Print Invoices with Kits Expanded? (Y/N/U)	Y=The kit SKU and all the components print		Store	*Store	Yes
120	POS	Alternate Journal Number Usage	Y=RDJ & RCK print by Terminal #		Store	*Store	No
130	POS	Print Invoices with Phone Number?  (A/O/N)	All POS documents print phone number.		Store	*Store	Yes
140	POS	Suggested Price to Print? (L/M/R/P/ )	"M=Retail price or blank price in ""SUGG PRICE"" column."		Store	*Store	Yes
150	POS	Print Invoice Terms Discount Readable?	No		Store	*Store	Yes
160	POS	Print Prices on Estimates? (Y/N/E)	Y=Print Prices.		Store	*Store	Yes
170	POS	Print Invoices Invoice Spacing? (1-3)	1		Store	*Store	Yes
180	POS	Print Invoices Promo / Discount Percent?	Yes		Store	*Store	Yes
190	POS	Promo Message Line 1 (characters 1-32)			Store	*Store	Yes
195	POS	Promo Message Line 1 (characters 33-40)			Store	*Store	Yes
200	POS	Print Invoices Total Weight?	No		Store	*Store	Yes
210	POS	Promo Message Line 2 (Characters 1-32)			Store	*Store	Yes
215	POS	Promo Message Line 2 (Characters 33-40)			Store	*Store	Yes
220	POS	Display Matrix Pricing? (Y/N/B)	"N=Retail prices display along with an ""R""."		Store	*Store	Yes
230	POS	Customer Display Message line 1			Store	*Store	Yes
240	POS	Use Order Number with Invoicing?	No		Store	*Store	Yes
250	POS	Customer Display Message Line 2			Store	*Store	Yes
260	POS	Search Catalog at POS? (Y/N/S)	Y=Search catalog for SKU at POS.		Store	*Store	Yes
265	POS	Print Cash Tendered Line on Receipt Printer?	Yes		Store	*Store	Yes
270	POS	Print Store Name Line on Receipt Printer?	Yes		Store	*Store	Yes
280	POS	Print Change Line on Receipt Printer?	Yes		Store	*Store	Yes
290	POS	Print Charge Customer on Receipt Printer?	Yes		Store	*Store	Yes
300	POS	Print Audit Line on Receipt Printer?	Yes		Store	*Store	Yes
310	POS	Print Promo Message Lines on Receipt	Yes		Store	*Store	Yes
320	POS	Print Savings Line on Receipt Printer?	Yes		Store	*Store	Yes
325	POS	Print Invoiced Order on Receipt Printer? (Y/N/P)	Y=Print Order Detail Lines		Store	*Store	Yes
330	POS	Default Customer Number?	*1		Store	*Store	Yes
340	POS	Return to Clerk? (Y/N/T )	T=After x seconds the cursor returns to the Clerk field.		Store	*Store	Yes
350	POS	Preset Quantity to 1?	No		Store	*Store	Yes
360	POS	Display Customer Balances? (Y/N/R)	N=Do not display customer account information at POS.		Store	*Store	Yes
370	POS	Build Order Reference?	Yes		Store	*Store	Yes
380	POS	Use Pricing Unit of Measure to Compute Price?	No		Store	*Store	Yes
390	POS	Post SBC Rental as Taxable?	Yes		Store	*Store	Yes
400	POS	Promo Prices in Estimates?	Yes		Store	*Store	Yes
410	POS	Use Current Cost when Invoicing?	Y=The system uses the cost currently in the inventory record for each item.		Store	*Store	Yes
420	POS	Display Past Due Warning?	N=Do not warn when past due		Store	*Store	Yes
430	POS	Use Retail Price in Best Pricing?	Yes		Store	*Store	Yes
440	POS	Cross Store Charges Allowed? (Y/N/W)	N=Cross store charges are not allowed for any customers.		Store	*Store	Yes
445	POS	Sequence Estimates by? (L/U)	Line items are sequenced by line number.		Store	*Store	Yes
450	POS	Default for Raincheck days?	20		Store	*Store	Yes
460	POS	'Display' After Barcode Scan? (D/L/Y/N)	L=Display SKU description quantity price after UPC scan.		Store	*Store	Yes
470	POS	Globally Assign Use Code?	No		Store	*Store	Yes
480	POS	Assign Invoice/Journal number to ROA? (I/J)	J=Assign journal numbers to ROA's taken at POS.		Store	*Store	Yes
490	POS	Access Order/Transaction Code? (Y/N)	N=You cannot access the Code field when you post or change an item on an order or transfer.		Store	*Store	Yes
500	POS	Purge deleted Transaction immediately?	Yes		Store	*Store	Yes
510	POS	Require Charge Authorization? (Y/N/S)	Y=The clerk is prompted to select a name from the authorized signature list for all transactions except ROA's.		Store	*Store	Yes
520	POS	Require COD when Charge Not Allowed?	No		Store	*Store	Yes
530	POS	On Transfers Update Committed Quantity?	Yes		Store	*Store	Yes
540	POS	On Transfers Update Inventory Cost at To-Store?	B=Update Both Average Cost and Replacement Cost.		Store	*Store	Yes
550	POS	On Transfers Update Quantity on Order?	Yes		Store	*Store	Yes
560	POS	Update Purchase History at From-Store?	No		Store	*Store	Yes
570	POS	Update Purchase History at To-Store?	Yes		Store	*Store	Yes
580	POS	Update Inventory Sales History at From-Store? (Y/I/N/U)	N=Do not update any inventory sales history. QOH is updated.		Store	*Store	Yes
590	POS	Update Date Last Receipt?	Yes		Store	*Store	Yes
600	POS	Apply Terms Discount to Promotion Items? (Y/N)	No		Store	*Store	Yes
610	POS	Apply Trade Discount to Promotion Items? (Y/N)	No		Store	*Store	Yes
620	POS	Apply Terms Discount to Discounted Items? (Y/N)	No		Store	*Store	Yes
630	POS	Apply Trade Discount to Discounted Items? (Y/N)	No		Store	*Store	Yes
650	POS	Apply Terms Discount to Quantity Break Items? (Y/N)	No		Store	*Store	Yes
660	POS	Apply Trade Discount to Quantity Break Items? (Y/N)	No		Store	*Store	Yes
670	POS	Apply Terms Discount to Pricing Matrix Items? (Y/N)	No		Store	*Store	Yes
680	POS	Apply Trade Discount to Pricing Matrix Items? (Y/N)	No		Store	*Store	Yes
690	POS	Apply Terms Discount to Open Quote Items? (Y/N)	No		Store	*Store	Yes
700	POS	Apply Trade Discount to Open Quote Items? (Y/N)	No		Store	*Store	Yes
710	POS	Apply Discount to Tax Amount? (Y/N)	No		Store	*Store	Yes
720	POS	Apply Discount to Non Discountable Items? (Y/N)	No		Store	*Store	Yes
730	POS	Apply Discount to Give Immediate Discount? (Y/N)	No		Store	*Store	Yes
740	POS	Apply Terms Discount to Millwork Assemblies? (Y/N)	No		Store	*Store	Yes
750	POS	Apply Trade Discount to Millwork Assemblies? (Y/N)	No		Store	*Store	Yes
760	POS	Mark <RUN> Priced Items as Discounted? (Y/N)	No		Store	*Store	Yes
770	POS	Print 1st Customer Heading on line	11		Store	*Store	Yes
780	POS	Print 1st Detail line on line	22		Store	*Store	Yes
790	POS	Print 1st Total line on line	57		Store	*Store	Yes
800	POS	Number of Detail lines to print	35		Store	*Store	Yes
820	POS	Print Detail Line Column Header? (Y/N)	Yes		Store	*Store	Yes
830	POS	Print Pricing Mil Digit? (Y/N)	Yes		Store	*Store	Yes
990	POS	Valid Credit Cards Other Credit Cards	Yes		Store	*Store	Yes
1000	POS	Valid Credit Cards Visa?	Yes		Store	*Store	Yes
1010	POS	Valid Credit Cards Mastercard?	Yes		Store	*Store	Yes
1015	POS	Valid Credit Cards American Express?	Yes		Store	*Store	Yes
1020	POS	Valid Credit Cards Discover/Novus?	Yes		Store	*Store	Yes
1030	POS	Valid Credit Cards Diners Club/Carte Blanche	Yes		Store	*Store	Yes
1040	POS	Private Label Card Plan Code field1 (U/A/B/C/D/  )			Store	*Store	Yes
1050	POS	Private Label Card Plan Code field2 (1/2/3/4/  )			Store	*Store	Yes
1060	POS	Open Cash Drawer for Credit Cards?	No		Store	*Store	Yes
1070	POS	Open Cash Drawer for Checks?	Yes		Store	*Store	Yes
1080	POS	Warn on Force Transaction?	Yes		Store	*Store	Yes
1090	POS	Default Check Guarantee? (A/D/N)	No prompt at POS.		Store	*Store	Yes
1110	POS	Endorse Checks?	Yes		Store	*Store	Yes
1120	POS	Print Store Receipt for Charge?	Yes		Store	*Store	Yes
1130	POS	Endorse Bankcards?	No		Store	*Store	Yes
1140	POS	Print full Credit Card Number/Exp Date on Store Receipt?	Both - Mask on store & customer receipt		Store	*Store	Yes
1150	POS	Exchange Rate	7.6288		Store	*Store	Yes
1160	POS	Credit Card Receipt Message Line 1			Store	*Store	Yes
1165	POS	Credit Card Receipt Message Line 1a			Store	*Store	Yes
1170	POS	Credit Card Receipt Message Line 2			Store	*Store	Yes
1175	POS	Credit Card Receipt Message Line 2a			Store	*Store	Yes
1180	POS	Credit Card Receipt Message Line 3			Store	*Store	Yes
1185	POS	Credit Card Receipt Message Line 3a			Store	*Store	Yes
2015	SYSTEM	Booking Open Quote	No		System	*System	Yes
3020	SYSTEM	Update vendor records through EFM even if 'Name' does not match?	No		System	*System	Yes
3025	SYSTEM	Post Tally G (gas) SKU with 'price per gallon' descriptor line?	N=Post without descriptor		System	*System	Yes
1126	POS	Family Quantity Break	Yes		System	*System	Yes
